target,bit_index,bit,count0,count1,mean_if_0,mean_if_1,contribution_if_0,contribution_if_1,effect_1_minus_0,abs_effect,global_mean
official_property_contribution,99,bit_99,19537,10463,0.5713935014229174,0.5962303705643727,-0.008662272060901532,0.016174597080553688,0.02483686914145522,0.02483686914145522,0.580055773483819
official_property_contribution,100,bit_100,7097,22903,0.6188713573877622,0.568027908183802,0.03881558390394324,-0.012027865300016982,-0.05084344920396022,0.05084344920396022,0.580055773483819
official_property_contribution,101,bit_101,7693,22307,0.6137694756847001,0.5684289518120846,0.0337137022008811,-0.011626821671734344,-0.045340523872615446,0.045340523872615446,0.580055773483819
official_property_contribution,102,bit_102,21517,8483,0.569451363088639,0.6069536985661114,-0.010604410395180008,0.026897925082292384,0.03750233547747239,0.03750233547747239,0.580055773483819
official_property_contribution,103,bit_103,12339,17661,0.5498040088151405,0.6011914127028225,-0.030251764668678516,0.02113563921900352,0.05138740388768204,0.05138740388768204,0.580055773483819
official_property_contribution,104,bit_104,13906,16094,0.5852048700808948,0.5756067031918507,0.005149096597075853,-0.004449070291968282,-0.009598166889044135,0.009598166889044135,0.580055773483819
official_property_contribution,105,bit_105,16464,13536,0.5720203409323531,0.5898293669772686,-0.008035432551465882,0.00977359349344964,0.01780902604491552,0.01780902604491552,0.580055773483819
official_property_contribution,106,bit_106,17349,12651,0.5653741373745709,0.6001894945224204,-0.014681636109248108,0.02013372103860145,0.03481535714784956,0.03481535714784956,0.580055773483819
official_property_contribution,107,bit_107,25579,4421,0.5812954957533503,0.5728829944898488,0.0012397222695312848,-0.007172778993970175,-0.00841250126350146,0.00841250126350146,0.580055773483819
official_property_contribution,108,bit_108,9292,20708,0.6008900655895704,0.5707071042619413,0.020834292105751384,-0.009348669221877715,-0.0301829613276291,0.0301829613276291,0.580055773483819
official_property_contribution,109,bit_109,13652,16348,0.5967040709196245,0.5661529990408523,0.016648297435805537,-0.013902774442966725,-0.030551071878772262,0.030551071878772262,0.580055773483819
official_property_contribution,110,bit_110,12964,17036,0.5975789323236641,0.5667210569306518,0.01752315883984512,-0.013334716553167203,-0.030857875393012324,0.030857875393012324,0.580055773483819
official_property_contribution,111,bit_111,16376,13624,0.5604239166599081,0.6036531962193123,-0.019631856823910887,0.023597422735493367,0.043229279559404254,0.043229279559404254,0.580055773483819
official_property_contribution,112,bit_112,6931,23069,0.5876581254226205,0.5777716735537034,0.007602351938801544,-0.0022840999301155795,-0.009886451868917123,0.009886451868917123,0.580055773483819
official_property_contribution,113,bit_113,22539,7461,0.5680142646098258,0.6164320727079086,-0.012041508873993134,0.03637629922408958,0.048417808098082715,0.048417808098082715,0.580055773483819
official_property_contribution,114,bit_114,5764,24236,0.611852154946489,0.5724937028966416,0.031796381462670054,-0.007562070587177394,-0.03935845204984745,0.03935845204984745,0.580055773483819
official_property_contribution,115,bit_115,28757,1243,0.5799933408333723,0.5815001626462478,-6.243265044669766e-05,0.0014443891624288385,0.0015068218128755362,0.0015068218128755362,0.580055773483819
official_property_contribution,116,bit_116,14519,15481,0.5929318184582462,0.5679798548103668,0.012876044974427181,-0.012075918673452146,-0.024951963647879327,0.024951963647879327,0.580055773483819
official_property_contribution,117,bit_117,21047,8953,0.593738991891888,0.5478888240998554,0.013683218408068965,-0.03216694938396358,-0.04585016779203255,0.04585016779203255,0.580055773483819
official_property_contribution,118,bit_118,19573,10427,0.5650569762329289,0.608210703817728,-0.014998797250890039,0.028154930333909034,0.04315372758479907,0.04315372758479907,0.580055773483819
