bit,bit_index,property,count0,count1,mean_if_0,mean_if_1,shift_1_minus_0,relative_shift_percent
bit_56,56,ro5,24634,5366,1.0,1.0,0.0,0.0
bit_56,56,official_property_contribution,24634,5366,0.5701139697415367,0.6256961747859769,0.055582205044440225,9.74931469748735
bit_3,3,qed,10708,19292,0.6697556025070347,0.6088942506398333,-0.06086135186720143,-9.087098583331699
bit_3,3,sa,10708,19292,4.665187633595707,4.483536852151202,-0.18165078144450497,-3.8937508137158696
bit_3,3,logp,10708,19292,3.4004178614120306,4.231159145759904,0.830741284347873,24.430564660159323
bit_3,3,mw,10708,19292,306.0219565865254,299.49862020196184,-6.5233363845635495,-2.1316563220911
bit_3,3,tpsa,10708,19292,47.251240194247295,34.126143997511925,-13.12509619673537,-27.777252285397818
bit_3,3,nrb,10708,19292,4.483003361972357,4.988077959776073,0.5050745978037163,11.266433616536526
bit_3,3,hbd,10708,19292,1.288475905864774,0.6882127306655609,-0.600263175199213,-46.58707023289971
bit_3,3,hba,10708,19292,2.3312476652969742,2.2387518142235123,-0.09249585107346192,-3.96765442172267
bit_3,3,ro5,10708,19292,1.0,1.0,0.0,0.0
bit_3,3,official_property_contribution,10708,19292,0.614249976034371,0.5610763249605288,-0.0531736510738422,-8.656679389250282
